,javascript,java,c#,python,php,android,jquery,html,c++,css,ios,mysql,sql,asp.net,r,c,arrays,ruby-on-rails,node.js,.net,objective-c,json,sql-server,angularjs,swift
2008-10-24,65.58494624,243.3956989,639.3591398,25.24516129,25.38064516,0.1,15.39784946,34.83225806,95.76129032,10.73103448,0.357142857,24.92903226,51.6091954,209.2365591,,16.86666667,5.17816092,7.016091954,,325.6731183,4.662068966,1.569264069,66.1827957,,
2008-10-31,56.27311828,247.1784946,555.055914,25.47311828,23.42795699,0,18.26236559,34.29462366,109.6064516,12.3954023,0.357894737,24.44731183,51.23678161,208.9612903,,15.25806452,2.257471264,5.926436782,,300.5247312,3.311827957,0.69047619,73.16781609,,
2008-11-07,61.71827957,201.8236559,515.7182796,20.86451613,24.00645161,0,17.59569892,32.52473118,101.1978495,12.02365591,0.356725146,23.25591398,43.62758621,187.7784946,,12.73333333,2.435960591,6.939784946,,290.8903226,3.692473118,0.723684211,71.0816092,,
2008-11-14,55.58924731,207.3784946,531.1311828,19.34623656,33.13978495,0.2,16.74623656,31.56129032,92.5827957,13.4516129,0.4,19.23655914,50.22580645,196.4451613,,9.365591398,1.376847291,7.449462366,,276.9956989,4.67311828,0.823529412,61.68275862,,
2008-11-21,50.09032258,193.6451613,499.2795699,18.22580645,34.89032258,0.333333333,16.89247312,35.9827957,85.42365591,14.3311828,0.473684211,16.12903226,56.26666667,193.2924731,,6.578494624,1.964367816,6.492473118,,273.4494624,5.584946237,0.761904762,52.8,,
2008-11-28,58.05591398,184.8795699,522.0795699,22.81290323,38.19139785,0.2,11.19784946,36.66206897,73.27311828,13.7827957,0.379084967,14.54623656,60.38494624,195.4623656,,4.346236559,2.261083744,6.784946237,,307.111828,5.454022989,0.976315789,60.72298851,,
2008-12-05,52.56129032,178.3698925,462.1591398,19.59784946,34.31612903,0.2,17.51182796,32.53333333,48.2516129,15.55862069,0.471052632,12.20645161,58.26451613,177.427957,,4.71827957,2.30026455,6.64516129,,255.0451613,5.238095238,0.828947368,51.45591398,,
2008-12-12,64.31397849,184.8473118,565.3182796,22.25591398,32.12903226,1.466666667,15.96129032,29.13103448,56.82795699,15.2,1.99047619,15.06236559,53.9655914,168.827957,,16.51827957,2.955665025,8.87311828,,300.4322581,4.100529101,0.89047619,36.35698925,,
2008-12-19,79.71397849,214.0473118,738.6,34.19139785,32.31612903,1.25,30.85806452,31.06781609,78.58494624,19.9954023,1.961904762,14.84516129,58.82580645,189.4473118,0,21.78924731,3.36453202,8.995698925,,298.5290323,3.126984127,1.824275362,56.25806452,,
2008-12-26,94.18494624,262.9612903,841.9397849,43.10322581,34.7655914,1.141025641,30.72903226,35.52758621,89.71397849,22.94712644,1.75974026,13.71827957,65.93333333,189.9698925,0.25,23.38064516,3.550574713,12.12903226,,402.5913978,3.666666667,1.355384615,96.56989247,,
2009-01-02,83.13978495,241.9462366,641.5612903,42.73978495,37.32903226,1.029411765,28.52258065,31.64731183,85.52258065,19.73448276,1.644927536,17.6516129,73.62365591,191.5247312,0.166666667,17.55698925,4.290322581,12.09032258,,440.0924731,8.064039409,1.453846154,93.55698925,,
2009-01-09,104.855914,271.3784946,762.3569892,43.74623656,40.93978495,1.147619048,28.92903226,30.91612903,66.13978495,18.72473118,0.541501976,20.45591398,95.21290323,211.1290323,0.111111111,10.02795699,4.832258065,12.11182796,,465.716129,8.13546798,1.794871795,95.00645161,,
2009-01-16,122.5806452,278.5612903,999.1591398,42.50322581,49.59569892,0.861660079,34.55913978,33.47311828,68.22365591,17.09247312,0.49047619,22.82365591,107.3032258,246,0.125,10.06451613,4.778494624,13.9827957,,498.9569892,8.966931217,1.307692308,103.9784946,,
2009-01-23,123.5225806,281.0494624,1045.131183,40.34623656,51.10322581,1.038961039,37.43655914,31.24731183,65.21290323,15.77849462,0.492753623,27.23225806,114.4451613,262.2924731,0.111111111,10.83225806,5.606451613,16.26236559,,536.2473118,10.93596059,1.449275362,86.99784946,,
2009-01-30,139.9827957,338.2,1186.298925,41.73978495,61.69247312,1.384057971,54.1311828,35.24731183,69.98494624,16.84516129,1.210144928,24.71612903,121.9784946,316.2129032,0,13.49892473,5.582795699,10.38494624,,579.6129032,13.42364532,1.923333333,82.15913978,,
2009-02-06,139.5784946,320.255914,1204.055914,38.7827957,64.58924731,1.432971014,52.79784946,40.5311828,75.06236559,19.1655914,1.173913043,24.91827957,95.64516129,312.2129032,0,15.87956989,4.864516129,12.40645161,,596.1139785,14.42118227,2.09,83.42795699,,
2009-02-13,133.5290323,306.7182796,1134.511828,47.92258065,74.75698925,1.515151515,48.03225806,37.9311828,81.98494624,20.92473118,1.16,25.92473118,96.96129032,331.2236559,0,17.27956989,7.111827957,13.11827957,,589.6731183,11.19784946,1.94,91.09462366,,
2009-02-20,142,282.1655914,1235.784946,50.83655914,76.51612903,1.723333333,55.03225806,36.15698925,95.35913978,20.20645161,1.292490119,24.83225806,92.83225806,353.3849462,0.2,23.34623656,12.45806452,16.20645161,,576.5806452,10.5311828,2.173333333,92.89032258,,
2009-02-27,142.6645161,307.2494624,1359.051613,49.64731183,80.41290323,1.361471861,46.04731183,37.18924731,88.94623656,26.8516129,1.368421053,24.45806452,83.22580645,347.6795699,0.333333333,20.51397849,13.24731183,25.06236559,,516.5591398,12.04946237,1.926153846,94.82365591,,
2009-03-06,138.0623656,281.1892473,1305.382796,60.09032258,77.8516129,1.170995671,52.65806452,32.55913978,95.66451613,27.27956989,1.50877193,32.49247312,96.71397849,363.4365591,0.2,19.05591398,14.92903226,32.39139785,,418.4064516,13.29247312,2.723333333,103.7591398,,
2009-03-13,121.8064516,316.7182796,1473.494624,64.52258065,76.59569892,1.47826087,67.5827957,29.72903226,109.6322581,28.76989247,1.477124183,33.19569892,95.96989247,376.4623656,0.266666667,15.11397849,12.99784946,32.09462366,,390.9956989,13.49892473,3.361538462,103.3655914,,
2009-03-20,145.7612903,297.9247312,1466.346237,74.52473118,83.02580645,1.041125541,72.50322581,32.53333333,112.0989247,27.07956989,1.734210526,29.70322581,99.40645161,389.3182796,0.3,14.85591398,7.356989247,31.8516129,,417.316129,14.2516129,3.115079365,120.9806452,,
2009-03-27,122.6580645,314.0989247,1382.765591,70.91612903,92.96129032,1.418421053,60.8516129,40.55698925,100.3913978,24.0516129,1.359683794,32.63225806,111.1655914,376.5978495,0.267857143,17.1655914,7.064516129,21.07956989,,448.2129032,11.78494624,3.66951567,134.6903226,,
2009-04-03,120.4623656,308.0731183,1466.365591,58.65806452,91.90322581,1.355263158,56.44946237,44.32258065,106.9569892,25.99569892,1.128571429,33.84946237,117.9784946,368.8795699,0.267857143,20.7655914,5.980645161,19.29462366,,479.627957,12.69892473,3.587301587,120.3462366,,
2009-04-10,149.9569892,336.9913978,1704.692473,49.12258065,108.8924731,1.16017316,60.18924731,59.49892473,123.0322581,33.49892473,1.209486166,30.1827957,127.6236559,388.4946237,0.3,24.25806452,4.806451613,25.79784946,,581.9698925,16.11397849,2.903940887,143.316129,,
2009-04-17,176.5397849,389.9784946,1994.731183,62.42365591,133.116129,1.461904762,69.5827957,76.13333333,145.8494624,39.63655914,1.041125541,33.33978495,152.7290323,428.0946237,0,22.86236559,7.511827957,24.69032258,,691.7978495,29.02795699,3.243842365,179.1827957,,0
2009-04-24,205.1182796,392.8365591,1985.71828,64.24946237,119.4064516,1.226666667,87.07956989,78.9311828,150.3892473,39.31612903,1.11,35.04516129,155.5806452,413.511828,0,24.26451613,10.29032258,30.58494624,,709.3591398,25.96989247,3.057471264,163.7462366,,0
2009-05-01,214.3827957,491.6064516,2039.91828,78.76989247,99.29462366,1.823333333,83.44946237,84.75698925,153.3333333,32.8516129,1.043333333,35.02580645,147.116129,452.3139785,0,27.97849462,10.3655914,33.7311828,,776.9612903,29.29247312,2.309195402,174.8064516,,0
2009-05-08,283.2623656,540.4064516,2109.855914,76.05591398,132.9612903,2.31,114.0623656,83.53978495,112.5612903,26.19569892,1.106666667,45.84946237,147.1462366,469.4064516,0.25,28.35698925,10.5827957,41.25591398,,849.2258065,30.9655914,3.650574713,157.3784946,,0
2009-05-15,293.7827957,555.2924731,2274.406452,78.29032258,169.8258065,2.88,129.8989247,72.52258065,136.0623656,20.43655914,1.557971014,51.67311828,161.1290323,482.3139785,0.333333333,30.62365591,9.178494624,45.52473118,,910.3913978,23.06451613,3.963054187,113.1032258,,
2009-05-22,302.7913978,677.0494624,2390.782796,82.42795699,196.2731183,2.615384615,126.7892473,72.82365591,164.7290323,30.3311828,1.46,59.78064516,160.8365591,488.8946237,0.333333333,31.73333333,5.455913978,55.14623656,,930.7225806,23.5655914,3.903940887,120.1956989,,
2009-05-29,338.7139785,720.5698925,2480.91828,74.67311828,238.2129032,3.433846154,144.1311828,93.50322581,174.7612903,36.92258065,1.389492754,61.36989247,172.5569892,458.3849462,0.333333333,32.07311828,6.232258065,57.3311828,,825.5397849,24.79569892,4.505747126,130.2236559,,
2009-06-05,343.9655914,744.1591398,2549.698925,101.2494624,257.0946237,3.248768473,133.8451613,109.2645161,196.7397849,47.31182796,1.172101449,67.20645161,186.3569892,460.7827957,,31.16129032,10.58494624,50.69462366,,836.7655914,31.01290323,4.091954023,152.4494624,,
2009-06-12,370.2129032,804.4365591,2434.290323,107.9612903,270.0924731,4.879310345,124.9333333,126.516129,167.5139785,52.19569892,1.073333333,73.21290323,195.3591398,519.9462366,0.619047619,26.6,10.89892473,46.11182796,,708.5397849,43.19569892,2.965517241,163.3569892,,
2009-06-19,374.9849462,691.1311828,2442.189247,113.7849462,296.8451613,6.598522167,142.8580645,127.1225806,204.9225806,57.72258065,2.259057971,73.86236559,226.4451613,516.5032258,0.418181818,33.42795699,12.45591398,35.66666667,,678.4795699,42.35913978,5.978494624,185.8989247,,
2009-06-26,355.4666667,689.9698925,2948.051613,114.1182796,315.511828,6.937931034,161.3397849,123.3698925,193.9182796,62.29247312,2.166666667,66.56129032,243.716129,523.4580645,16.82857143,32.81290323,13.1827957,51.4516129,,755.6666667,42.8516129,5.369892473,201.6903226,,
2009-07-03,369.711828,649.4236559,3374.212903,147.2903226,322.6258065,7.131034483,213.7978495,115.5849462,188.7612903,81.46451613,2.035714286,62.44731183,224.7978495,632.916129,12.67368421,32.94623656,12.89462366,57.38494624,,894.8623656,48.17849462,5.464516129,193.2473118,,
2009-07-10,357.7913978,598.0623656,3234.4,139.8258065,261.9978495,8.185057471,209.3290323,101.1655914,196.4645161,88.87956989,2.670634921,65.99139785,202.2924731,617.3182796,11.59307359,31.9311828,12.11397849,59,,883.0064516,38.62580645,7.492473118,172.6451613,,
2009-07-17,352.8322581,635.716129,3052.251613,137.8236559,220.6580645,6.506896552,208.8666667,109.316129,213.4580645,95.31182796,1.432539683,55.24946237,179.1806452,630.5569892,11.4025974,25.37849462,10.3827957,63.45806452,,825.3978495,45.59569892,7.464516129,155.1225806,,0
2009-07-24,365.2731183,687.6903226,3058.503226,170.7290323,217.8580645,6.551724138,239.2580645,109.7806452,202.116129,103.7827957,1.558404558,55.72258065,171.6365591,597.3612903,1.545454545,24.31827957,11.69032258,51.62365591,,754.5849462,64.62580645,5.782795699,159.6580645,,0
2009-07-31,368.9806452,680.5913978,3070.67957,148.5784946,215.2731183,6.367816092,248.1290323,103.716129,230.0989247,106.3397849,2.099206349,67.82580645,171.0516129,588.855914,1.854978355,23.92258065,9.451612903,52.34623656,,741.0731183,71.97849462,5.916129032,115.9182796,,0
2009-08-07,337.3290323,601.4645161,3105.924731,133.2731183,221.7913978,6.465517241,227.5569892,92.46236559,281.1311828,72.07956989,2.487179487,71.33978495,213.8946237,531.4064516,2.288043478,24.35698925,11.66451613,48.29892473,,677.2731183,72.96989247,4.227956989,138.1591398,,0
2009-08-14,357.0645161,656.1978495,3174.427957,144.9569892,271.7827957,4.315270936,257.4731183,97.57849462,241.5333333,71.89462366,1.915384615,74.79784946,236.0989247,528.4451613,45.05928854,26.55698925,16.01290323,48.54623656,,636.255914,67.79569892,6.159139785,127.427957,,
2009-08-21,315.2731183,623.9827957,3113.266667,90.90322581,269.5290323,4.822660099,245,108.5698925,256.4,46.78924731,1.823361823,80.09032258,345.5311828,549.7612903,40.09846154,26.62580645,15.99784946,40.82795699,,617.6924731,49.44946237,5.694623656,141.8365591,,0
2009-08-28,321.3397849,554.5913978,2953.847312,90.94623656,313.455914,5.54137931,222.4365591,115.1913978,209.7247312,39.73333333,2.230769231,88.29247312,307.6623656,561.0795699,39.0968661,25.95913978,16.07311828,39.32473118,,556.055914,42.3311828,8.858064516,139.5655914,,0
2009-09-04,331.2580645,654.6946237,2955.933333,72.07311828,335.0903226,5.343678161,220.4795699,113.7139785,173.916129,45.43655914,2.124615385,75.69892473,308.5956989,565.8946237,36.98809524,30.4516129,14.11397849,33.11827957,,607.5784946,32.12258065,9.305747126,133.1784946,,
2009-09-11,338.7397849,684.9182796,3159.025806,82.17849462,340.4989247,9.258064516,230.516129,108.6064516,157.9247312,47.29462366,2.438746439,81.86236559,312.2322581,588.3462366,4.142857143,37.19569892,12.52903226,31.62580645,,600.2322581,39.04731183,7.196551724,142.0516129,,
2009-09-18,312.6451613,687.0451613,2776.890323,69.38494624,359.4322581,12.75698925,231.8903226,103.8946237,144.055914,46.1827957,3.098850575,75.8516129,241.4516129,609.055914,2.46031746,41.83225806,12.99784946,23.61290323,,656.0494624,31.96129032,6.465517241,136.6258065,,
2009-09-25,336.9612903,666.8451613,3200.225806,80.63655914,407.7462366,11.56989247,224.9978495,109.6365591,153.6451613,52.46236559,2.391954023,107.3032258,299.7612903,642.716129,2.099206349,49.25806452,16.55913978,33.1655914,,723.7397849,27.72258065,4.544334975,152.4473118,,
2009-10-02,338.1827957,533.6731183,3226.71828,123.7032258,405.4623656,12.34623656,231.2924731,113.7784946,226.0494624,62.09892473,2.644827586,115.2989247,377.9849462,618.5182796,1.643874644,42.71182796,16.94623656,37.92473118,,741.9978495,39.81290323,4.743842365,154.255914,,
2009-10-09,309.8924731,661.0064516,3086.713978,154.716129,410.4365591,10.69032258,243.2322581,110.0365591,203.2795699,60.31397849,2.332512315,122.711828,372.0494624,648.9311828,1.778461538,54.22795699,16.84731183,34.21290323,,734.2365591,38.58494624,4.768965517,151.1397849,,
2009-10-16,350.7892473,719.7290323,3139.262366,168.9698925,358.3139785,10.23225806,234.8989247,139.9462366,206.5032258,67.51182796,1.432539683,113.5462366,358.8365591,606.2494624,2.098461538,59.91827957,18.11827957,50.56989247,,808.1397849,39.43655914,5.498850575,157.8258065,,
2009-10-23,396.8064516,822.511828,2947.266667,195.6795699,446.3655914,10.95913978,297.1591398,155.9827957,228.1311828,102.8516129,1.661375661,104.2946237,348.0322581,613.6129032,2.238095238,61.42365591,18.7655914,57.79139785,,744.3290323,40.35698925,8.032258065,144.7397849,,0
2009-10-30,435.1827957,873.3612903,3098.397849,190.7913978,435.0365591,10.46236559,309.5806452,169.2451613,208.9397849,97.86451613,2.01994302,97.40645161,292.5397849,633.5247312,2.177339901,57.62580645,13.51182796,66.7827957,0,781.3139785,36.04516129,8.432258065,159.6,,0
2009-11-06,522.5225806,921.9784946,2976.924731,204.5397849,450.8580645,11.36129032,310.7913978,173.6946237,172.5612903,100.0473118,2.866096866,93.63655914,249.0946237,637.116129,2.137931034,55.18494624,13.99569892,64.05591398,0,813.9978495,30.62365591,8.513978495,150.3139785,,0
2009-11-13,512.4731183,943.7225806,2891.451613,201.8451613,488.5806452,11.46666667,355.1956989,176.5333333,185.6946237,98.53333333,2.744708995,90.45591398,294.2623656,596.2903226,2.722988506,51.82365591,19.89247312,67.15913978,0.166666667,783.3397849,44.42365591,9.178494624,156.0903226,,0
2009-11-20,462.8322581,964.7849462,3067.825806,252.3311828,422.7956989,13.27311828,361.511828,179.1978495,200.8666667,74.89892473,2.915343915,77.95913978,252.4924731,605.9182796,2.671264368,49.33978495,18.15913978,72.44731183,0.142857143,753.116129,56.79784946,7.369892473,144.9913978,,
2009-11-27,492.2666667,989.8516129,3499.778495,255.9591398,456.8473118,43.07311828,403.0451613,216.1462366,241.3462366,85.05806452,2.098461538,109.5182796,265.711828,683.3290323,2.793650794,58.5311828,22.04731183,76.38924731,0.25,863.2451613,74.27956989,8.827956989,167.4494624,,
2009-12-04,453.311828,838.4236559,3156.427957,240.0795699,410.6322581,54.29462366,404.8473118,207.3139785,221.5333333,85.50322581,1.833333333,105.1311828,263.716129,574.227957,2.926666667,61.29032258,21.94623656,81.52473118,0.2,857.5978495,91.39784946,8.67311828,150.9913978,,
2009-12-11,438.6580645,1253.75914,3342.032258,233.8903226,540.3290323,67,409.2924731,180.5698925,190.1182796,67.67311828,1.938461538,110.7311828,195.8365591,611.2580645,2.824275362,50.16129032,23.36129032,80.67311828,0,979.1978495,85.49892473,7.858064516,159.9290323,,
2009-12-18,534.5311828,1541.339785,3765.606452,224.6064516,616.3311828,58.43655914,419.9462366,176.0258065,181.2731183,66.69892473,1.481481481,143.6322581,210.6731183,690.0623656,2.949275362,62.51397849,23.58924731,82.93978495,0,1050.862366,95.91612903,9.146236559,185.6064516,,
2009-12-25,649.6236559,1845.012903,3967.864516,298.6623656,619.2666667,53.39139785,497.9892473,228.3311828,284.0494624,97.96129032,3.507936508,178.5397849,256.5655914,792.8494624,2.776666667,59.72903226,22.84516129,94.61290323,0,1119.849462,103.4924731,9.890322581,180.6516129,,
2010-01-01,644.3806452,1616.316129,3527.855914,287.3655914,557.1892473,45.37849462,462.6580645,170.711828,322.627957,96.82365591,3.349753695,139.2516129,239.1225806,713.9655914,3.307692308,74.96989247,22.29032258,69.62580645,0,931.9612903,84.09032258,8.447126437,193.3913978,,
2010-01-08,516.3225806,1306.636559,3252.8,273.0731183,453.0645161,41.42580645,391.1913978,150.5182796,304.4645161,86.66236559,3.886206897,117.2580645,269.1892473,722.9569892,5.115079365,68.22795699,27.79784946,57.41290323,0,816.5956989,65.36129032,7.581609195,187.1956989,,0
2010-01-15,610.9290323,1452.795699,3248.984946,248.3311828,500.3139785,50.71182796,467.5655914,140.9956989,305.027957,88.29247312,4.372413793,108.8473118,261.3698925,709.9462366,4.943678161,94.62580645,28.98064516,57.64946237,0,842.5892473,72.29892473,9.443678161,179.6451613,,0
2010-01-22,544.5978495,1453.836559,3175.91828,204.6258065,516.1139785,95.73978495,445.3397849,117.2989247,357.4064516,73.57849462,4.75862069,101.5784946,257.2129032,615.7462366,5.633333333,90.01290323,27.12903226,65.98064516,0,894.6494624,88.91827957,6.585057471,176.1849462,,
2010-01-29,528.9290323,1513.369892,3814.16129,191.5333333,487.2645161,92.1827957,484.227957,97.70322581,366.8731183,75.21290323,5.096059113,92.39139785,285.3225806,679.4580645,5.886206897,82.14623656,29.05806452,66.84516129,0,976.5225806,89.42795699,7.591954023,186.5247312,,0
2010-02-05,630.8580645,1586.595699,3851.627957,146.3612903,528.8258065,109.855914,577.4322581,123.9462366,344.3849462,85.49462366,4.60591133,110.3698925,292.0731183,726.5225806,3.912643678,90.56989247,20.09032258,80.00645161,0,1077.195699,90.93333333,7.258064516,148.0666667,,
2010-02-12,559.1591398,1465.591398,3881.791398,160.3569892,523.511828,111.6731183,593.5569892,129.2924731,337.9612903,90.98924731,4.506896552,118.9806452,289.3397849,749.911828,2.939784946,100.116129,23.03225806,78.7311828,0,1073.922581,72.49892473,7.395698925,170.4516129,,
2010-02-19,573.8666667,1359.298925,4038.058065,175.5397849,516.8322581,94.17849462,612.3591398,150.5182796,244.855914,83.66451613,3.012643678,133.4731183,281.2731183,788.0129032,5.122580645,59.04516129,18.11182796,77.14623656,0,1097.698925,88.06451613,11.7655914,169.7612903,,
2010-02-26,687.0494624,1318.146237,3818.092473,173.2494624,581.2494624,87.87956989,644.2365591,169.7827957,203.6989247,72.79784946,2.546236559,137.0645161,258.4516129,794.8731183,4.849462366,72.59784946,21.20645161,77.96129032,0.142857143,1106.498925,71.89032258,14.5827957,146.2903226,,
2010-03-05,706.3032258,1340.298925,3709.651613,199.511828,686.8666667,87.86236559,705.0989247,143.9784946,197.8064516,69.12473118,2.340229885,154.1892473,205.1827957,783.8731183,5.582795699,70.22795699,24.19784946,81.27956989,0.111111111,1050.984946,70.39784946,16.47956989,136.1311828,,
2010-03-12,648.8623656,1322.797849,3720.731183,203.2645161,703.9247312,94.92258065,563.5591398,149.111828,222.5462366,66.8516129,2.667816092,188.7591398,191.5913978,762.6623656,5.311827957,79.66666667,28.69892473,63.62365591,0.111111111,970.7655914,74.38064516,19.04516129,106.0989247,,
2010-03-19,697.8731183,1275.16129,4245.378495,229.6645161,703.6731183,104.8516129,676.0795699,166.6924731,271.9290323,74.55913978,2.805747126,174.5849462,190.7612903,838.0989247,6.522580645,77.93978495,30.06236559,70.26666667,0.090909091,959.1892473,82.10322581,16.32903226,105.5032258,,0
2010-03-26,692.0645161,1235.36129,4455.890323,240.6580645,789.2,128.1225806,616.4795699,153.4365591,320.3397849,74.93978495,2.685057471,159.9806452,193.255914,834.4258065,10.71612903,69.98494624,40.99139785,92.19784946,0,1028.16129,79.04946237,20.78494624,125.9247312,,0
2010-04-02,754.7978495,1540.36129,4835.546237,199.4494624,832.8365591,154.3139785,704.6645161,230.6795699,355.0064516,97.58064516,3.100985222,185.5612903,250.3462366,849.711828,9.969892473,68.69892473,40.0516129,89.9655914,0.163636364,1065.694624,92.69247312,20.87956989,186.4494624,,0
2010-04-09,691.7913978,1411.916129,4419.292473,206.0516129,734.5139785,152.311828,694.1462366,260.1225806,387.8451613,96.95698925,2.975862069,166.2516129,271.8236559,814.9225806,10.84731183,52.62580645,31.87956989,77.85806452,0.163636364,1054.522581,91.26451613,20.91397849,198.3655914,,
2010-04-16,828.3569892,1366.232258,4068.690323,195.4129032,804.1612903,148.455914,726.6064516,298.2903226,313.6795699,109.3827957,3.55862069,168.2795699,303.0064516,770.8064516,9.664516129,43.82795699,37.04946237,94.3655914,0.233333333,1016.331183,95.33333333,25.38924731,204.4924731,,
2010-04-23,1002.225806,1490.556989,4214.206452,224.1956989,825.2322581,148.4,801.5397849,306.1784946,289.3956989,143.3182796,2.943678161,153.2516129,358.1591398,792.7892473,4.058064516,39.4516129,23.49032258,111.3655914,0.254545455,988.3849462,109.9569892,21.83225806,210.8623656,,
2010-04-30,988.4064516,1389.406452,4220.589247,288.6473118,855.7139785,146.8473118,720.4451613,296.5397849,259.3698925,139.4473118,3.288505747,158.3978495,391.8322581,839.916129,3.946236559,49.63655914,20.44516129,145.2322581,0.230769231,866.9913978,153.4494624,18.87311828,217.7806452,,
2010-05-07,1058.67957,1330.032258,4443.36129,297.8795699,1039.427957,136.6129032,672.3462366,309.055914,288.8989247,157.6236559,2.589247312,196.2,376.6129032,896.6322581,3.55862069,63.83225806,33.34623656,159.6623656,0.238095238,862.5849462,133.9290323,19.12903226,208.3612903,,0
2010-05-14,1157.806452,1434.197849,4762.662366,329.1591398,1032.51828,161.1290323,667.6989247,302.855914,354.8924731,152.2623656,3.178494624,194.6129032,347.5827957,867.6516129,3.098850575,81.57849462,27.09462366,157.2946237,0.247252747,846.6236559,147.0516129,15.43225806,196.455914,,0
2010-05-21,936.1032258,1388.447312,4610.47957,314.911828,1030.623656,154.0795699,654.6623656,277.6924731,451.0064516,145.4903226,3.133333333,209.6645161,352.6258065,845.9956989,4.510344828,80.3311828,29.13978495,154.1290323,0.192307692,845.516129,164.3784946,12.69892473,192.7849462,,0
2010-05-28,893.3311828,1711.892473,4515.122581,295.6473118,1057.098925,220.8989247,773.8623656,320.8129032,519.7784946,152.9698925,4.584946237,240.827957,364.9139785,820.2365591,6.372413793,82.90322581,34.03225806,142.6451613,0.141025641,916.8731183,153.7892473,13.79139785,179.0322581,,0
2010-06-04,936.5978495,1968.098925,5376.055914,294.9827957,972.9655914,225.5892473,852.2064516,308.7311828,580.3311828,155.5849462,4.8,242.5139785,411.2623656,831.0365591,7.995402299,100.7978495,39.67956989,113.1612903,0.141025641,951.5655914,160.5139785,16.16989247,176.5569892,,
2010-06-11,920.3290323,2024.778495,5438.012903,359.6129032,826.5806452,229.7612903,847.4451613,272.7698925,568.2989247,160.0903226,4.262365591,245.6494624,469.1849462,846.3247312,9.462365591,111.5247312,32.91612903,129.2129032,0.380952381,915.4666667,207.1591398,23.11612903,192.5849462,,
